Seeking And Acuity,Received: Home,Received: OP,Received: M/S,Received: ICU,Received: Turned Away,Run Number,
Sought: IP,0,4999,0,0,0,13502,
Acuity 1,0,0,0,0,0,13502,
Acuity 2,6564,0,0,0,0,13502,
Acuity 3,0,5015,0,0,0,13502,
Acuity 4,0,3617,0,0,0,13502,
Acuity 5,0,1382,0,0,0,13502,
Sought: Home,6719,0,0,0,0,13503,
Sought: OP,0,5167,0,0,0,13503,
Sought: IP,0,5121,0,0,0,13503,
Acuity 1,0,0,0,0,0,13503,
Acuity 2,6719,0,0,0,0,13503,
Acuity 3,0,5167,0,0,0,13503,
Acuity 4,0,3746,0,0,0,13503,
Acuity 5,0,1375,0,0,0,13503,
Sought: Home,6823,0,0,0,0,13504,
Sought: OP,0,5115,0,0,0,13504,
Sought: IP,0,5136,0,0,0,13504,
Acuity 1,0,0,0,0,0,13504,
Acuity 2,6823,0,0,0,0,13504,
Acuity 3,0,5115,0,0,0,13504,
Acuity 4,0,3684,0,0,0,13504,
Acuity 5,0,1452,0,0,0,13504,
Sought: Home,6752,0,0,0,0,13505,
Sought: OP,0,5162,0,0,0,13505,
Sought: IP,0,5149,0,0,0,13505,
Acuity 1,0,0,0,0,0,13505,
Acuity 2,6752,0,0,0,0,13505,
Acuity 3,0,5162,0,0,0,13505,
Acuity 4,0,3704,0,0,0,13505,
Acuity 5,0,1445,0,0,0,13505,
Sought: Home,6744,0,0,0,0,13506,
Sought: OP,0,5181,0,0,0,13506,
Sought: IP,0,5127,0,0,0,13506,
Acuity 1,0,0,0,0,0,13506,
Acuity 2,6744,0,0,0,0,13506,
Acuity 3,0,5181,0,0,0,13506,
Acuity 4,0,3757,0,0,0,13506,
Acuity 5,0,1370,0,0,0,13506,
Sought: Home,6886,0,0,0,0,13507,
Sought: OP,0,5077,0,0,0,13507,
Sought: IP,0,4935,0,0,0,13507,
Acuity 1,0,0,0,0,0,13507,
Acuity 2,6886,0,0,0,0,13507,
Acuity 3,0,5077,0,0,0,13507,
Acuity 4,0,3602,0,0,0,13507,
Acuity 5,0,1333,0,0,0,13507,
Sought: Home,6788,0,0,0,0,13508,
Sought: OP,0,5098,0,0,0,13508,
Sought: IP,0,4951,0,0,0,13508,
Acuity 1,0,0,0,0,0,13508,
Acuity 2,6788,0,0,0,0,13508,
Acuity 3,0,5098,0,0,0,13508,
Acuity 4,0,3594,0,0,0,13508,
Acuity 5,0,1357,0,0,0,13508,
Sought: Home,6750,0,0,0,0,13509,
Sought: OP,0,5170,0,0,0,13509,
Sought: IP,0,5014,0,0,0,13509,
Acuity 1,0,0,0,0,0,13509,
Acuity 2,6750,0,0,0,0,13509,
Acuity 3,0,5170,0,0,0,13509,
Acuity 4,0,3610,0,0,0,13509,
Acuity 5,0,1404,0,0,0,13509,
Sought: Home,6642,0,0,0,0,13510,
Sought: OP,0,5156,0,0,0,13510,
Sought: IP,0,5152,0,0,0,13510,
Acuity 1,0,0,0,0,0,13510,
Acuity 2,6642,0,0,0,0,13510,
Acuity 3,0,5156,0,0,0,13510,
Acuity 4,0,3748,0,0,0,13510,
Acuity 5,0,1404,0,0,0,13510,
Sought: Home,6778,0,0,0,0,13511,
Sought: OP,0,5133,0,0,0,13511,
Sought: IP,0,5064,0,0,0,13511,
Acuity 1,0,0,0,0,0,13511,
Acuity 2,6778,0,0,0,0,13511,
Acuity 3,0,5133,0,0,0,13511,
Acuity 4,0,3656,0,0,0,13511,
Acuity 5,0,1408,0,0,0,13511,
Sought: Home,6564,0,0,0,0,13512,
Sought: OP,0,5015,0,0,0,13512,
Sought: IP,0,4999,0,0,0,13512,
Acuity 1,0,0,0,0,0,13512,
Acuity 2,6564,0,0,0,0,13512,
Acuity 3,0,5015,0,0,0,13512,
Acuity 4,0,3617,0,0,0,13512,
Acuity 5,0,1382,0,0,0,13512,
Sought: Home,6719,0,0,0,0,13513,
Sought: OP,0,5167,0,0,0,13513,
Sought: IP,0,5121,0,0,0,13513,
Acuity 1,0,0,0,0,0,13513,
Acuity 2,6719,0,0,0,0,13513,
Acuity 3,0,5167,0,0,0,13513,
Acuity 4,0,3746,0,0,0,13513,
Acuity 5,0,1375,0,0,0,13513,
Sought: Home,6823,0,0,0,0,13514,
Sought: OP,0,5115,0,0,0,13514,
Sought: IP,0,5136,0,0,0,13514,
Acuity 1,0,0,0,0,0,13514,
Acuity 2,6823,0,0,0,0,13514,
Acuity 3,0,5115,0,0,0,13514,
Acuity 4,0,3684,0,0,0,13514,
Acuity 5,0,1452,0,0,0,13514,
Sought: Home,6752,0,0,0,0,13515,
Sought: OP,0,5162,0,0,0,13515,
Sought: IP,0,5149,0,0,0,13515,
Acuity 1,0,0,0,0,0,13515,
Acuity 2,6752,0,0,0,0,13515,
Acuity 3,0,5162,0,0,0,13515,
Acuity 4,0,3704,0,0,0,13515,
Acuity 5,0,1445,0,0,0,13515,
Sought: Home,6744,0,0,0,0,13516,
Sought: OP,0,5181,0,0,0,13516,
Sought: IP,0,5127,0,0,0,13516,
Acuity 1,0,0,0,0,0,13516,
Acuity 2,6744,0,0,0,0,13516,
Acuity 3,0,5181,0,0,0,13516,
Acuity 4,0,3757,0,0,0,13516,
Acuity 5,0,1370,0,0,0,13516,
Sought: Home,6886,0,0,0,0,13517,
Sought: OP,0,5077,0,0,0,13517,
Sought: IP,0,4935,0,0,0,13517,
Acuity 1,0,0,0,0,0,13517,
Acuity 2,6886,0,0,0,0,13517,
Acuity 3,0,5077,0,0,0,13517,
Acuity 4,0,3602,0,0,0,13517,
Acuity 5,0,1333,0,0,0,13517,
Sought: Home,6788,0,0,0,0,13518,
Sought: OP,0,5098,0,0,0,13518,
Sought: IP,0,4951,0,0,0,13518,
Acuity 1,0,0,0,0,0,13518,
Acuity 2,6788,0,0,0,0,13518,
Acuity 3,0,5098,0,0,0,13518,
Acuity 4,0,3594,0,0,0,13518,
Acuity 5,0,1357,0,0,0,13518,
Sought: Home,6750,0,0,0,0,13519,
Sought: OP,0,5170,0,0,0,13519,
Sought: IP,0,5014,0,0,0,13519,
Acuity 1,0,0,0,0,0,13519,
Acuity 2,6750,0,0,0,0,13519,
Acuity 3,0,5170,0,0,0,13519,
Acuity 4,0,3610,0,0,0,13519,
Acuity 5,0,1404,0,0,0,13519,
Sought: Home,6642,0,0,0,0,13520,
Sought: OP,0,5156,0,0,0,13520,
Sought: IP,0,5152,0,0,0,13520,
Acuity 1,0,0,0,0,0,13520,
Acuity 2,6642,0,0,0,0,13520,
Acuity 3,0,5156,0,0,0,13520,
Acuity 4,0,3748,0,0,0,13520,
Acuity 5,0,1404,0,0,0,13520,
Sought: Home,6778,0,0,0,0,13521,
Sought: OP,0,5133,0,0,0,13521,
Sought: IP,0,5064,0,0,0,13521,
Acuity 1,0,0,0,0,0,13521,
Acuity 2,6778,0,0,0,0,13521,
Acuity 3,0,5133,0,0,0,13521,
Acuity 4,0,3656,0,0,0,13521,
Acuity 5,0,1408,0,0,0,13521,
Sought: Home,6564,0,0,0,0,13522,
Sought: OP,0,5015,0,0,0,13522,
Sought: IP,0,4999,0,0,0,13522,
Acuity 1,0,0,0,0,0,13522,
Acuity 2,6564,0,0,0,0,13522,
Acuity 3,0,5015,0,0,0,13522,
Acuity 4,0,3617,0,0,0,13522,
Acuity 5,0,1382,0,0,0,13522,
Sought: Home,6719,0,0,0,0,13523,
Sought: OP,0,5167,0,0,0,13523,
Sought: IP,0,5121,0,0,0,13523,
Acuity 1,0,0,0,0,0,13523,
Acuity 2,6719,0,0,0,0,13523,
Acuity 3,0,5167,0,0,0,13523,
Acuity 4,0,3746,0,0,0,13523,
Acuity 5,0,1375,0,0,0,13523,
Sought: Home,6823,0,0,0,0,13524,
Sought: OP,0,5115,0,0,0,13524,
Sought: IP,0,5136,0,0,0,13524,
Acuity 1,0,0,0,0,0,13524,
Acuity 2,6823,0,0,0,0,13524,
Acuity 3,0,5115,0,0,0,13524,
Acuity 4,0,3684,0,0,0,13524,
Acuity 5,0,1452,0,0,0,13524,
Sought: Home,6752,0,0,0,0,13525,
Sought: OP,0,5162,0,0,0,13525,
Sought: IP,0,5149,0,0,0,13525,
Acuity 1,0,0,0,0,0,13525,
Acuity 2,6752,0,0,0,0,13525,
Acuity 3,0,5162,0,0,0,13525,
Acuity 4,0,3704,0,0,0,13525,
Acuity 5,0,1445,0,0,0,13525,
Sought: Home,6744,0,0,0,0,13526,
Sought: OP,0,5181,0,0,0,13526,
Sought: IP,0,5127,0,0,0,13526,
Acuity 1,0,0,0,0,0,13526,
Acuity 2,6744,0,0,0,0,13526,
Acuity 3,0,5181,0,0,0,13526,
Acuity 4,0,3757,0,0,0,13526,
Acuity 5,0,1370,0,0,0,13526,
Sought: Home,6886,0,0,0,0,13527,
Sought: OP,0,5077,0,0,0,13527,
Sought: IP,0,4935,0,0,0,13527,
Acuity 1,0,0,0,0,0,13527,
Acuity 2,6886,0,0,0,0,13527,
Acuity 3,0,5077,0,0,0,13527,
Acuity 4,0,3602,0,0,0,13527,
Acuity 5,0,1333,0,0,0,13527,
Sought: Home,6788,0,0,0,0,13528,
Sought: OP,0,5098,0,0,0,13528,
Sought: IP,0,4951,0,0,0,13528,
Acuity 1,0,0,0,0,0,13528,
Acuity 2,6788,0,0,0,0,13528,
Acuity 3,0,5098,0,0,0,13528,
Acuity 4,0,3594,0,0,0,13528,
Acuity 5,0,1357,0,0,0,13528,
Sought: Home,6750,0,0,0,0,13529,
Sought: OP,0,5170,0,0,0,13529,
Sought: IP,0,5014,0,0,0,13529,
Acuity 1,0,0,0,0,0,13529,
Acuity 2,6750,0,0,0,0,13529,
Acuity 3,0,5170,0,0,0,13529,
Acuity 4,0,3610,0,0,0,13529,
Acuity 5,0,1404,0,0,0,13529,
Sought: Home,6642,0,0,0,0,13530,
Sought: OP,0,5156,0,0,0,13530,
Sought: IP,0,5152,0,0,0,13530,
Acuity 1,0,0,0,0,0,13530,
Acuity 2,6642,0,0,0,0,13530,
Acuity 3,0,5156,0,0,0,13530,
Acuity 4,0,3748,0,0,0,13530,
Acuity 5,0,1404,0,0,0,13530,
Sought: Home,6778,0,0,0,0,13531,
Sought: OP,0,5133,0,0,0,13531,
Sought: IP,0,5064,0,0,0,13531,
Acuity 1,0,0,0,0,0,13531,
Acuity 2,6778,0,0,0,0,13531,
Acuity 3,0,5133,0,0,0,13531,
Acuity 4,0,3656,0,0,0,13531,
Acuity 5,0,1408,0,0,0,13531,
Sought: Home,6564,0,0,0,0,13532,
Sought: OP,0,5015,0,0,0,13532,
Sought: IP,0,4999,0,0,0,13532,
Acuity 1,0,0,0,0,0,13532,
Acuity 2,6564,0,0,0,0,13532,
Acuity 3,0,5015,0,0,0,13532,
Acuity 4,0,3617,0,0,0,13532,
Acuity 5,0,1382,0,0,0,13532,
Sought: Home,6719,0,0,0,0,13533,
Sought: OP,0,5167,0,0,0,13533,
Sought: IP,0,5121,0,0,0,13533,
Acuity 1,0,0,0,0,0,13533,
Acuity 2,6719,0,0,0,0,13533,
Acuity 3,0,5167,0,0,0,13533,
Acuity 4,0,3746,0,0,0,13533,
Acuity 5,0,1375,0,0,0,13533,
Sought: Home,6823,0,0,0,0,13534,
Sought: OP,0,5115,0,0,0,13534,
Sought: IP,0,5136,0,0,0,13534,
Acuity 1,0,0,0,0,0,13534,
Acuity 2,6823,0,0,0,0,13534,
Acuity 3,0,5115,0,0,0,13534,
Acuity 4,0,3684,0,0,0,13534,
Acuity 5,0,1452,0,0,0,13534,
Sought: Home,6752,0,0,0,0,13535,
Sought: OP,0,5162,0,0,0,13535,
Sought: IP,0,5149,0,0,0,13535,
Acuity 1,0,0,0,0,0,13535,
Acuity 2,6752,0,0,0,0,13535,
Acuity 3,0,5162,0,0,0,13535,
Acuity 4,0,3704,0,0,0,13535,
Acuity 5,0,1445,0,0,0,13535,
Sought: Home,6744,0,0,0,0,13536,
Sought: OP,0,5181,0,0,0,13536,
Sought: IP,0,5127,0,0,0,13536,
Acuity 1,0,0,0,0,0,13536,
Acuity 2,6744,0,0,0,0,13536,
Acuity 3,0,5181,0,0,0,13536,
Acuity 4,0,3757,0,0,0,13536,
Acuity 5,0,1370,0,0,0,13536,
Sought: Home,6886,0,0,0,0,13537,
Sought: OP,0,5077,0,0,0,13537,
Sought: IP,0,4935,0,0,0,13537,
Acuity 1,0,0,0,0,0,13537,
Acuity 2,6886,0,0,0,0,13537,
Acuity 3,0,5077,0,0,0,13537,
Acuity 4,0,3602,0,0,0,13537,
Acuity 5,0,1333,0,0,0,13537,
Sought: Home,6788,0,0,0,0,13538,
Sought: OP,0,5098,0,0,0,13538,
Sought: IP,0,4951,0,0,0,13538,
Acuity 1,0,0,0,0,0,13538,
Acuity 2,6788,0,0,0,0,13538,
Acuity 3,0,5098,0,0,0,13538,
Acuity 4,0,3594,0,0,0,13538,
Acuity 5,0,1357,0,0,0,13538,
Sought: Home,6750,0,0,0,0,13539,
Sought: OP,0,5170,0,0,0,13539,
Sought: IP,0,5014,0,0,0,13539,
Acuity 1,0,0,0,0,0,13539,
Acuity 2,6750,0,0,0,0,13539,
Acuity 3,0,5170,0,0,0,13539,
Acuity 4,0,3610,0,0,0,13539,
Acuity 5,0,1404,0,0,0,13539,
Sought: Home,6642,0,0,0,0,13540,
Sought: OP,0,5156,0,0,0,13540,
Sought: IP,0,5152,0,0,0,13540,
Acuity 1,0,0,0,0,0,13540,
Acuity 2,6642,0,0,0,0,13540,
Acuity 3,0,5156,0,0,0,13540,
Acuity 4,0,3748,0,0,0,13540,
Acuity 5,0,1404,0,0,0,13540,
Sought: Home,6778,0,0,0,0,13541,
Sought: OP,0,5133,0,0,0,13541,
Sought: IP,0,5064,0,0,0,13541,
Acuity 1,0,0,0,0,0,13541,
Acuity 2,6778,0,0,0,0,13541,
Acuity 3,0,5133,0,0,0,13541,
Acuity 4,0,3656,0,0,0,13541,
Acuity 5,0,1408,0,0,0,13541,
Sought: Home,6564,0,0,0,0,13542,
Sought: OP,0,5015,0,0,0,13542,
Sought: IP,0,4999,0,0,0,13542,
Acuity 1,0,0,0,0,0,13542,
Acuity 2,6564,0,0,0,0,13542,
Acuity 3,0,5015,0,0,0,13542,
Acuity 4,0,3617,0,0,0,13542,
Acuity 5,0,1382,0,0,0,13542,
Sought: Home,6719,0,0,0,0,13543,
Sought: OP,0,5167,0,0,0,13543,
Sought: IP,0,5121,0,0,0,13543,
Acuity 1,0,0,0,0,0,13543,
Acuity 2,6719,0,0,0,0,13543,
Acuity 3,0,5167,0,0,0,13543,
Acuity 4,0,3746,0,0,0,13543,
Acuity 5,0,1375,0,0,0,13543,
Sought: Home,6823,0,0,0,0,13544,
Sought: OP,0,5115,0,0,0,13544,
Sought: IP,0,5136,0,0,0,13544,
Acuity 1,0,0,0,0,0,13544,
Acuity 2,6823,0,0,0,0,13544,
Acuity 3,0,5115,0,0,0,13544,
Acuity 4,0,3684,0,0,0,13544,
Acuity 5,0,1452,0,0,0,13544,
Sought: Home,6752,0,0,0,0,13545,
Sought: OP,0,5162,0,0,0,13545,
Sought: IP,0,5149,0,0,0,13545,
Acuity 1,0,0,0,0,0,13545,
Acuity 2,6752,0,0,0,0,13545,
Acuity 3,0,5162,0,0,0,13545,
Acuity 4,0,3704,0,0,0,13545,
Acuity 5,0,1445,0,0,0,13545,
Sought: Home,6744,0,0,0,0,13546,
Sought: OP,0,5181,0,0,0,13546,
Sought: IP,0,5127,0,0,0,13546,
Acuity 1,0,0,0,0,0,13546,
Acuity 2,6744,0,0,0,0,13546,
Acuity 3,0,5181,0,0,0,13546,
Acuity 4,0,3757,0,0,0,13546,
Acuity 5,0,1370,0,0,0,13546,
Sought: Home,6886,0,0,0,0,13547,
Sought: OP,0,5077,0,0,0,13547,
Sought: IP,0,4935,0,0,0,13547,
Acuity 1,0,0,0,0,0,13547,
Acuity 2,6886,0,0,0,0,13547,
Acuity 3,0,5077,0,0,0,13547,
Acuity 4,0,3602,0,0,0,13547,
Acuity 5,0,1333,0,0,0,13547,
Sought: Home,6788,0,0,0,0,13548,
Sought: OP,0,5098,0,0,0,13548,
Sought: IP,0,4951,0,0,0,13548,
Acuity 1,0,0,0,0,0,13548,
Acuity 2,6788,0,0,0,0,13548,
Acuity 3,0,5098,0,0,0,13548,
Acuity 4,0,3594,0,0,0,13548,
Acuity 5,0,1357,0,0,0,13548,
Sought: Home,6750,0,0,0,0,13549,
Sought: OP,0,5170,0,0,0,13549,
Sought: IP,0,5014,0,0,0,13549,
Acuity 1,0,0,0,0,0,13549,
Acuity 2,6750,0,0,0,0,13549,
Acuity 3,0,5170,0,0,0,13549,
Acuity 4,0,3610,0,0,0,13549,
Acuity 5,0,1404,0,0,0,13549,
Sought: Home,6642,0,0,0,0,13550,
Sought: OP,0,5156,0,0,0,13550,
Sought: IP,0,5152,0,0,0,13550,
Acuity 1,0,0,0,0,0,13550,
Acuity 2,6642,0,0,0,0,13550,
Acuity 3,0,5156,0,0,0,13550,
Acuity 4,0,3748,0,0,0,13550,
Acuity 5,0,1404,0,0,0,13550,
Sought: Home,6778,0,0,0,0,13551,
Sought: OP,0,5133,0,0,0,13551,
Sought: IP,0,5064,0,0,0,13551,
Acuity 1,0,0,0,0,0,13551,
Acuity 2,6778,0,0,0,0,13551,
Acuity 3,0,5133,0,0,0,13551,
Acuity 4,0,3656,0,0,0,13551,
Acuity 5,0,1408,0,0,0,13551,
Sought: Home,6564,0,0,0,0,13552,
Sought: OP,0,5015,0,0,0,13552,
Sought: IP,0,4999,0,0,0,13552,
Acuity 1,0,0,0,0,0,13552,
Acuity 2,6564,0,0,0,0,13552,
Acuity 3,0,5015,0,0,0,13552,
Acuity 4,0,3617,0,0,0,13552,
Acuity 5,0,1382,0,0,0,13552,
Sought: Home,6719,0,0,0,0,13553,
Sought: OP,0,5167,0,0,0,13553,
Sought: IP,0,5121,0,0,0,13553,
Acuity 1,0,0,0,0,0,13553,
Acuity 2,6719,0,0,0,0,13553,
Acuity 3,0,5167,0,0,0,13553,
Acuity 4,0,3746,0,0,0,13553,
Acuity 5,0,1375,0,0,0,13553,
Sought: Home,6823,0,0,0,0,13554,
Sought: OP,0,5115,0,0,0,13554,
Sought: IP,0,5136,0,0,0,13554,
Acuity 1,0,0,0,0,0,13554,
Acuity 2,6823,0,0,0,0,13554,
Acuity 3,0,5115,0,0,0,13554,
Acuity 4,0,3684,0,0,0,13554,
Acuity 5,0,1452,0,0,0,13554,
Sought: Home,6752,0,0,0,0,13555,
Sought: OP,0,5162,0,0,0,13555,
Sought: IP,0,5149,0,0,0,13555,
Acuity 1,0,0,0,0,0,13555,
Acuity 2,6752,0,0,0,0,13555,
Acuity 3,0,5162,0,0,0,13555,
Acuity 4,0,3704,0,0,0,13555,
Acuity 5,0,1445,0,0,0,13555,
Sought: Home,6744,0,0,0,0,13556,
Sought: OP,0,5181,0,0,0,13556,
Sought: IP,0,5127,0,0,0,13556,
Acuity 1,0,0,0,0,0,13556,
Acuity 2,6744,0,0,0,0,13556,
Acuity 3,0,5181,0,0,0,13556,
Acuity 4,0,3757,0,0,0,13556,
Acuity 5,0,1370,0,0,0,13556,
Sought: Home,6886,0,0,0,0,13557,
Sought: OP,0,5077,0,0,0,13557,
Sought: IP,0,4935,0,0,0,13557,
Acuity 1,0,0,0,0,0,13557,
Acuity 2,6886,0,0,0,0,13557,
Acuity 3,0,5077,0,0,0,13557,
Acuity 4,0,3602,0,0,0,13557,
Acuity 5,0,1333,0,0,0,13557,
Sought: Home,6788,0,0,0,0,13558,
Sought: OP,0,5098,0,0,0,13558,
Sought: IP,0,4951,0,0,0,13558,
Acuity 1,0,0,0,0,0,13558,
Acuity 2,6788,0,0,0,0,13558,
Acuity 3,0,5098,0,0,0,13558,
Acuity 4,0,3594,0,0,0,13558,
Acuity 5,0,1357,0,0,0,13558,
Sought: Home,6750,0,0,0,0,13559,
Sought: OP,0,5170,0,0,0,13559,
Sought: IP,0,5014,0,0,0,13559,
Acuity 1,0,0,0,0,0,13559,
Acuity 2,6750,0,0,0,0,13559,
Acuity 3,0,5170,0,0,0,13559,
Acuity 4,0,3610,0,0,0,13559,
Acuity 5,0,1404,0,0,0,13559,
Sought: Home,6642,0,0,0,0,13560,
Sought: OP,0,5156,0,0,0,13560,
Sought: IP,0,5152,0,0,0,13560,
Acuity 1,0,0,0,0,0,13560,
Acuity 2,6642,0,0,0,0,13560,
Acuity 3,0,5156,0,0,0,13560,
Acuity 4,0,3748,0,0,0,13560,
Acuity 5,0,1404,0,0,0,13560,
Sought: Home,6778,0,0,0,0,13561,
Sought: OP,0,5133,0,0,0,13561,
Sought: IP,0,5064,0,0,0,13561,
Acuity 1,0,0,0,0,0,13561,
Acuity 2,6778,0,0,0,0,13561,
Acuity 3,0,5133,0,0,0,13561,
Acuity 4,0,3656,0,0,0,13561,
Acuity 5,0,1408,0,0,0,13561,
Sought: Home,6564,0,0,0,0,13562,
Sought: OP,0,5015,0,0,0,13562,
Sought: IP,0,4999,0,0,0,13562,
Acuity 1,0,0,0,0,0,13562,
Acuity 2,6564,0,0,0,0,13562,
Acuity 3,0,5015,0,0,0,13562,
Acuity 4,0,3617,0,0,0,13562,
Acuity 5,0,1382,0,0,0,13562,
Sought: Home,6719,0,0,0,0,13563,
Sought: OP,0,5167,0,0,0,13563,
Sought: IP,0,5121,0,0,0,13563,
Acuity 1,0,0,0,0,0,13563,
Acuity 2,6719,0,0,0,0,13563,
Acuity 3,0,5167,0,0,0,13563,
Acuity 4,0,3746,0,0,0,13563,
Acuity 5,0,1375,0,0,0,13563,
Sought: Home,6823,0,0,0,0,13564,
Sought: OP,0,5115,0,0,0,13564,
Sought: IP,0,5136,0,0,0,13564,
Acuity 1,0,0,0,0,0,13564,
Acuity 2,6823,0,0,0,0,13564,
Acuity 3,0,5115,0,0,0,13564,
Acuity 4,0,3684,0,0,0,13564,
Acuity 5,0,1452,0,0,0,13564,
Sought: Home,6752,0,0,0,0,13565,
Sought: OP,0,5162,0,0,0,13565,
Sought: IP,0,5149,0,0,0,13565,
Acuity 1,0,0,0,0,0,13565,
Acuity 2,6752,0,0,0,0,13565,
Acuity 3,0,5162,0,0,0,13565,
Acuity 4,0,3704,0,0,0,13565,
Acuity 5,0,1445,0,0,0,13565,
Sought: Home,6744,0,0,0,0,13566,
Sought: OP,0,5181,0,0,0,13566,
Sought: IP,0,5127,0,0,0,13566,
Acuity 1,0,0,0,0,0,13566,
Acuity 2,6744,0,0,0,0,13566,
Acuity 3,0,5181,0,0,0,13566,
Acuity 4,0,3757,0,0,0,13566,
Acuity 5,0,1370,0,0,0,13566,
Sought: Home,6886,0,0,0,0,13567,
Sought: OP,0,5077,0,0,0,13567,
Sought: IP,0,4935,0,0,0,13567,
Acuity 1,0,0,0,0,0,13567,
Acuity 2,6886,0,0,0,0,13567,
Acuity 3,0,5077,0,0,0,13567,
Acuity 4,0,3602,0,0,0,13567,
Acuity 5,0,1333,0,0,0,13567,
Sought: Home,6788,0,0,0,0,13568,
Sought: OP,0,5098,0,0,0,13568,
Sought: IP,0,4951,0,0,0,13568,
Acuity 1,0,0,0,0,0,13568,
Acuity 2,6788,0,0,0,0,13568,
Acuity 3,0,5098,0,0,0,13568,
Acuity 4,0,3594,0,0,0,13568,
Acuity 5,0,1357,0,0,0,13568,
Sought: Home,6750,0,0,0,0,13569,
Sought: OP,0,5170,0,0,0,13569,
Sought: IP,0,5014,0,0,0,13569,
Acuity 1,0,0,0,0,0,13569,
Acuity 2,6750,0,0,0,0,13569,
Acuity 3,0,5170,0,0,0,13569,
Acuity 4,0,3610,0,0,0,13569,
Acuity 5,0,1404,0,0,0,13569,
Sought: Home,6642,0,0,0,0,13570,
Sought: OP,0,5156,0,0,0,13570,
Sought: IP,0,5152,0,0,0,13570,
Acuity 1,0,0,0,0,0,13570,
Acuity 2,6642,0,0,0,0,13570,
Acuity 3,0,5156,0,0,0,13570,
Acuity 4,0,3748,0,0,0,13570,
Acuity 5,0,1404,0,0,0,13570,
Sought: Home,6778,0,0,0,0,13571,
Sought: OP,0,5133,0,0,0,13571,
Sought: IP,0,5064,0,0,0,13571,
Acuity 1,0,0,0,0,0,13571,
Acuity 2,6778,0,0,0,0,13571,
Acuity 3,0,5133,0,0,0,13571,
Acuity 4,0,3656,0,0,0,13571,
Acuity 5,0,1408,0,0,0,13571,
Sought: Home,6564,0,0,0,0,13572,
Sought: OP,0,5015,0,0,0,13572,
Sought: IP,0,4999,0,0,0,13572,
Acuity 1,0,0,0,0,0,13572,
Acuity 2,6564,0,0,0,0,13572,
Acuity 3,0,5015,0,0,0,13572,
Acuity 4,0,3617,0,0,0,13572,
Acuity 5,0,1382,0,0,0,13572,
Sought: Home,6719,0,0,0,0,13573,
Sought: OP,0,5167,0,0,0,13573,
Sought: IP,0,5121,0,0,0,13573,
Acuity 1,0,0,0,0,0,13573,
Acuity 2,6719,0,0,0,0,13573,
Acuity 3,0,5167,0,0,0,13573,
Acuity 4,0,3746,0,0,0,13573,
Acuity 5,0,1375,0,0,0,13573,
Sought: Home,6823,0,0,0,0,13574,
Sought: OP,0,5115,0,0,0,13574,
Sought: IP,0,5136,0,0,0,13574,
Acuity 1,0,0,0,0,0,13574,
Acuity 2,6823,0,0,0,0,13574,
Acuity 3,0,5115,0,0,0,13574,
Acuity 4,0,3684,0,0,0,13574,
Acuity 5,0,1452,0,0,0,13574,
Sought: Home,6752,0,0,0,0,13575,
Sought: OP,0,5162,0,0,0,13575,
Sought: IP,0,5149,0,0,0,13575,
Acuity 1,0,0,0,0,0,13575,
Acuity 2,6752,0,0,0,0,13575,
Acuity 3,0,5162,0,0,0,13575,
Acuity 4,0,3704,0,0,0,13575,
Acuity 5,0,1445,0,0,0,13575,
Sought: Home,6744,0,0,0,0,13576,
Sought: OP,0,5181,0,0,0,13576,
Sought: IP,0,5127,0,0,0,13576,
Acuity 1,0,0,0,0,0,13576,
Acuity 2,6744,0,0,0,0,13576,
Acuity 3,0,5181,0,0,0,13576,
Acuity 4,0,3757,0,0,0,13576,
Acuity 5,0,1370,0,0,0,13576,
Sought: Home,6886,0,0,0,0,13577,
Sought: OP,0,5077,0,0,0,13577,
Sought: IP,0,4935,0,0,0,13577,
Acuity 1,0,0,0,0,0,13577,
Acuity 2,6886,0,0,0,0,13577,
Acuity 3,0,5077,0,0,0,13577,
Acuity 4,0,3602,0,0,0,13577,
Acuity 5,0,1333,0,0,0,13577,
Sought: Home,6788,0,0,0,0,13578,
Sought: OP,0,5098,0,0,0,13578,
Sought: IP,0,4951,0,0,0,13578,
Acuity 1,0,0,0,0,0,13578,
Acuity 2,6788,0,0,0,0,13578,
Acuity 3,0,5098,0,0,0,13578,
Acuity 4,0,3594,0,0,0,13578,
Acuity 5,0,1357,0,0,0,13578,
Sought: Home,6750,0,0,0,0,13579,
Sought: OP,0,5170,0,0,0,13579,
Sought: IP,0,5014,0,0,0,13579,
Acuity 1,0,0,0,0,0,13579,
Acuity 2,6750,0,0,0,0,13579,
Acuity 3,0,5170,0,0,0,13579,
Acuity 4,0,3610,0,0,0,13579,
Acuity 5,0,1404,0,0,0,13579,
Sought: Home,6642,0,0,0,0,13580,
Sought: OP,0,5156,0,0,0,13580,
Sought: IP,0,5152,0,0,0,13580,
Acuity 1,0,0,0,0,0,13580,
Acuity 2,6642,0,0,0,0,13580,
Acuity 3,0,5156,0,0,0,13580,
Acuity 4,0,3748,0,0,0,13580,
Acuity 5,0,1404,0,0,0,13580,
Sought: Home,6778,0,0,0,0,13581,
Sought: OP,0,5133,0,0,0,13581,
Sought: IP,0,5064,0,0,0,13581,
Acuity 1,0,0,0,0,0,13581,
Acuity 2,6778,0,0,0,0,13581,
Acuity 3,0,5133,0,0,0,13581,
Acuity 4,0,3656,0,0,0,13581,
