Seeking And Acuity,Received: Home,Received: OP,Received: M/S,Received: ICU,Received: Turned Away,Run Number,
Acuity 5,0,854,60,368,0,1754,
Sought: Home,6752,0,0,0,0,1755,
Sought: OP,0,5162,0,0,0,1755,
Sought: IP,0,3293,1076,373,0,1755,
Acuity 1,0,0,0,0,0,1755,
Acuity 2,6752,0,0,0,0,1755,
Acuity 3,0,5162,0,0,0,1755,
Acuity 4,0,2439,983,0,0,1755,
Acuity 5,0,854,93,373,0,1755,
Sought: Home,6744,0,0,0,0,1756,
Sought: OP,0,5181,0,0,0,1756,
Sought: IP,0,3332,983,373,0,1756,
Acuity 1,0,0,0,0,0,1756,
Acuity 2,6744,0,0,0,0,1756,
Acuity 3,0,5181,0,0,0,1756,
Acuity 4,0,2492,943,0,0,1756,
Acuity 5,0,840,40,373,0,1756,
Sought: Home,6886,0,0,0,0,1757,
Sought: OP,0,5077,0,0,0,1757,
Sought: IP,0,3308,1027,337,0,1757,
Acuity 1,0,0,0,0,0,1757,
Acuity 2,6886,0,0,0,0,1757,
Acuity 3,0,5077,0,0,0,1757,
Acuity 4,0,2486,983,0,0,1757,
Acuity 5,0,822,44,337,0,1757,
Sought: Home,6788,0,0,0,0,1758,
Sought: OP,0,5098,0,0,0,1758,
Sought: IP,0,3317,936,353,0,1758,
Acuity 1,0,0,0,0,0,1758,
Acuity 2,6788,0,0,0,0,1758,
Acuity 3,0,5098,0,0,0,1758,
Acuity 4,0,2473,900,0,0,1758,
Acuity 5,0,844,36,353,0,1758,
Sought: Home,6750,0,0,0,0,1759,
Sought: OP,0,5170,0,0,0,1759,
Sought: IP,0,3284,1136,385,0,1759,
Acuity 1,0,0,0,0,0,1759,
Acuity 2,6750,0,0,0,0,1759,
Acuity 3,0,5170,0,0,0,1759,
Acuity 4,0,2466,1051,0,0,1759,
Acuity 5,0,818,85,385,0,1759,
Sought: Home,6642,0,0,0,0,1760,
Sought: OP,0,5156,0,0,0,1760,
Sought: IP,0,3400,1003,341,0,1760,
Acuity 1,0,0,0,0,0,1760,
Acuity 2,6642,0,0,0,0,1760,
Acuity 3,0,5156,0,0,0,1760,
Acuity 4,0,2506,962,0,0,1760,
Acuity 5,0,894,41,341,0,1760,
Sought: Home,6778,0,0,0,0,1761,
Sought: OP,0,5133,0,0,0,1761,
Sought: IP,0,3286,1113,343,0,1761,
Acuity 1,0,0,0,0,0,1761,
Acuity 2,6778,0,0,0,0,1761,
Acuity 3,0,5133,0,0,0,1761,
Acuity 4,0,2428,1045,0,0,1761,
Acuity 5,0,858,68,343,0,1761,
Sought: Home,6564,0,0,0,0,1762,
Sought: OP,0,5015,0,0,0,1762,
Sought: IP,0,3218,973,388,0,1762,
Acuity 1,0,0,0,0,0,1762,
Acuity 2,6564,0,0,0,0,1762,
Acuity 3,0,5015,0,0,0,1762,
Acuity 4,0,2425,905,0,0,1762,
Acuity 5,0,793,68,388,0,1762,
Sought: Home,6719,0,0,0,0,1763,
Sought: OP,0,5167,0,0,0,1763,
Sought: IP,0,3357,1019,325,0,1763,
Acuity 1,0,0,0,0,0,1763,
Acuity 2,6719,0,0,0,0,1763,
Acuity 3,0,5167,0,0,0,1763,
Acuity 4,0,2481,982,0,0,1763,
Acuity 5,0,876,37,325,0,1763,
Sought: Home,6823,0,0,0,0,1764,
Sought: OP,0,5115,0,0,0,1764,
Sought: IP,0,3295,1018,369,0,1764,
Acuity 1,0,0,0,0,0,1764,
Acuity 2,6823,0,0,0,0,1764,
Acuity 3,0,5115,0,0,0,1764,
Acuity 4,0,2443,957,0,0,1764,
Acuity 5,0,852,61,369,0,1764,
Sought: Home,6752,0,0,0,0,1765,
Sought: OP,0,5162,0,0,0,1765,
Sought: IP,0,3290,1072,379,0,1765,
Acuity 1,0,0,0,0,0,1765,
Acuity 2,6752,0,0,0,0,1765,
Acuity 3,0,5162,0,0,0,1765,
Acuity 4,0,2439,984,0,0,1765,
Acuity 5,0,851,88,379,0,1765,
Sought: Home,6744,0,0,0,0,1766,
Sought: OP,0,5181,0,0,0,1766,
Sought: IP,0,3328,983,377,0,1766,
Acuity 1,0,0,0,0,0,1766,
Acuity 2,6744,0,0,0,0,1766,
Acuity 3,0,5181,0,0,0,1766,
Acuity 4,0,2490,945,0,0,1766,
Acuity 5,0,838,38,377,0,1766,
Sought: Home,6886,0,0,0,0,1767,
Sought: OP,0,5077,0,0,0,1767,
Sought: IP,0,3315,1157,342,0,1767,
Acuity 1,0,0,0,0,0,1767,
Acuity 2,6886,0,0,0,0,1767,
Acuity 3,0,5077,0,0,0,1767,
Acuity 4,0,2471,1128,0,0,1767,
Acuity 5,0,844,29,342,0,1767,
Sought: Home,6788,0,0,0,0,1768,
Sought: OP,0,5098,0,0,0,1768,
Sought: IP,0,3313,932,358,0,1768,
Acuity 1,0,0,0,0,0,1768,
Acuity 2,6788,0,0,0,0,1768,
Acuity 3,0,5098,0,0,0,1768,
Acuity 4,0,2473,898,0,0,1768,
Acuity 5,0,840,34,358,0,1768,
Sought: Home,6750,0,0,0,0,1769,
Sought: OP,0,5170,0,0,0,1769,
Sought: IP,0,3171,1051,405,0,1769,
Acuity 1,0,0,0,0,0,1769,
Acuity 2,6750,0,0,0,0,1769,
Acuity 3,0,5170,0,0,0,1769,
Acuity 4,0,2398,968,0,0,1769,
Acuity 5,0,773,83,405,0,1769,
Sought: Home,6642,0,0,0,0,1770,
Sought: OP,0,5156,0,0,0,1770,
Sought: IP,0,4133,438,441,0,1770,
Acuity 1,0,0,0,0,0,1770,
Acuity 2,6642,0,0,0,0,1770,
Acuity 3,0,5156,0,0,0,1770,
Acuity 4,0,3338,421,0,0,1770,
Acuity 5,0,795,17,441,0,1770,
Sought: Home,6778,0,0,0,0,1771,
Sought: OP,0,5133,0,0,0,1771,
Sought: IP,0,3331,1156,342,0,1771,
Acuity 1,0,0,0,0,0,1771,
Acuity 2,6778,0,0,0,0,1771,
Acuity 3,0,5133,0,0,0,1771,
Acuity 4,0,2442,1097,0,0,1771,
Acuity 5,0,889,59,342,0,1771,
Sought: Home,6564,0,0,0,0,1772,
Sought: OP,0,5015,0,0,0,1772,
Sought: IP,0,3219,969,395,0,1772,
Acuity 1,0,0,0,0,0,1772,
Acuity 2,6564,0,0,0,0,1772,
Acuity 3,0,5015,0,0,0,1772,
Acuity 4,0,2429,903,0,0,1772,
Acuity 5,0,790,66,395,0,1772,
Sought: Home,6719,0,0,0,0,1773,
Sought: OP,0,5167,0,0,0,1773,
Sought: IP,0,3354,1020,328,0,1773,
Acuity 1,0,0,0,0,0,1773,
Acuity 2,6719,0,0,0,0,1773,
Acuity 3,0,5167,0,0,0,1773,
Acuity 4,0,2479,985,0,0,1773,
Acuity 5,0,875,35,328,0,1773,
Sought: Home,6823,0,0,0,0,1774,
Sought: OP,0,5115,0,0,0,1774,
Sought: IP,0,3310,1015,375,0,1774,
Acuity 1,0,0,0,0,0,1774,
Acuity 2,6823,0,0,0,0,1774,
Acuity 3,0,5115,0,0,0,1774,
Acuity 4,0,2424,959,0,0,1774,
Acuity 5,0,886,56,375,0,1774,
Sought: Home,6752,0,0,0,0,1775,
Sought: OP,0,5162,0,0,0,1775,
Sought: IP,0,3286,1068,385,0,1775,
Acuity 1,0,0,0,0,0,1775,
Acuity 2,6752,0,0,0,0,1775,
Acuity 3,0,5162,0,0,0,1775,
Acuity 4,0,2437,984,0,0,1775,
Acuity 5,0,849,84,385,0,1775,
Sought: Home,6744,0,0,0,0,1776,
Sought: OP,0,5181,0,0,0,1776,
Sought: IP,0,3325,979,383,0,1776,
Acuity 1,0,0,0,0,0,1776,
Acuity 2,6744,0,0,0,0,1776,
Acuity 3,0,5181,0,0,0,1776,
Acuity 4,0,2488,946,0,0,1776,
Acuity 5,0,837,33,383,0,1776,
Sought: Home,6886,0,0,0,0,1777,
Sought: OP,0,5077,0,0,0,1777,
Sought: IP,0,3301,1035,342,0,1777,
Acuity 1,0,0,0,0,0,1777,
Acuity 2,6886,0,0,0,0,1777,
Acuity 3,0,5077,0,0,0,1777,
Acuity 4,0,2479,996,0,0,1777,
Acuity 5,0,822,39,342,0,1777,
Sought: Home,6788,0,0,0,0,1778,
Sought: OP,0,5098,0,0,0,1778,
Sought: IP,0,3296,1013,357,0,1778,
Acuity 1,0,0,0,0,0,1778,
Acuity 2,6788,0,0,0,0,1778,
Acuity 3,0,5098,0,0,0,1778,
Acuity 4,0,2458,972,0,0,1778,
Acuity 5,0,838,41,357,0,1778,
Sought: Home,6750,0,0,0,0,1779,
Sought: OP,0,5170,0,0,0,1779,
Sought: IP,0,3167,1049,410,0,1779,
Acuity 1,0,0,0,0,0,1779,
Acuity 2,6750,0,0,0,0,1779,
Acuity 3,0,5170,0,0,0,1779,
Acuity 4,0,2396,970,0,0,1779,
Acuity 5,0,771,79,410,0,1779,
Sought: Home,6642,0,0,0,0,1780,
Sought: OP,0,5156,0,0,0,1780,
Sought: IP,0,4129,438,444,0,1780,
Acuity 1,0,0,0,0,0,1780,
Acuity 2,6642,0,0,0,0,1780,
Acuity 3,0,5156,0,0,0,1780,
Acuity 4,0,3338,421,0,0,1780,
Acuity 5,0,791,17,444,0,1780,
Sought: Home,6778,0,0,0,0,1781,
Sought: OP,0,5133,0,0,0,1781,
Sought: IP,0,3328,1157,344,0,1781,
Acuity 1,0,0,0,0,0,1781,
Acuity 2,6778,0,0,0,0,1781,
Acuity 3,0,5133,0,0,0,1781,
Acuity 4,0,2440,1099,0,0,1781,
Acuity 5,0,888,58,344,0,1781,
Sought: Home,6564,0,0,0,0,1782,
Sought: OP,0,5015,0,0,0,1782,
Sought: IP,0,3215,961,405,0,1782,
Acuity 1,0,0,0,0,0,1782,
Acuity 2,6564,0,0,0,0,1782,
Acuity 3,0,5015,0,0,0,1782,
Acuity 4,0,2430,902,0,0,1782,
Acuity 5,0,785,59,405,0,1782,
Sought: Home,6719,0,0,0,0,1783,
Sought: OP,0,5167,0,0,0,1783,
Sought: IP,0,3352,1017,332,0,1783,
Acuity 1,0,0,0,0,0,1783,
Acuity 2,6719,0,0,0,0,1783,
Acuity 3,0,5167,0,0,0,1783,
Acuity 4,0,2478,985,0,0,1783,
Acuity 5,0,874,32,332,0,1783,
Sought: Home,6823,0,0,0,0,1784,
Sought: OP,0,5115,0,0,0,1784,
Sought: IP,0,3308,1011,381,0,1784,
Acuity 1,0,0,0,0,0,1784,
Acuity 2,6823,0,0,0,0,1784,
Acuity 3,0,5115,0,0,0,1784,
Acuity 4,0,2424,959,0,0,1784,
Acuity 5,0,884,52,381,0,1784,
Sought: Home,6752,0,0,0,0,1785,
Sought: OP,0,5162,0,0,0,1785,
Sought: IP,0,3313,1048,363,0,1785,
Acuity 1,0,0,0,0,0,1785,
Acuity 2,6752,0,0,0,0,1785,
Acuity 3,0,5162,0,0,0,1785,
Acuity 4,0,2411,987,0,0,1785,
Acuity 5,0,902,61,363,0,1785,
Sought: Home,6744,0,0,0,0,1786,
Sought: OP,0,5181,0,0,0,1786,
Sought: IP,0,3323,978,386,0,1786,
Acuity 1,0,0,0,0,0,1786,
Acuity 2,6744,0,0,0,0,1786,
Acuity 3,0,5181,0,0,0,1786,
Acuity 4,0,2488,946,0,0,1786,
Acuity 5,0,835,32,386,0,1786,
Sought: Home,6886,0,0,0,0,1787,
Sought: OP,0,5077,0,0,0,1787,
Sought: IP,0,3306,1159,348,0,1787,
Acuity 1,0,0,0,0,0,1787,
Acuity 2,6886,0,0,0,0,1787,
Acuity 3,0,5077,0,0,0,1787,
Acuity 4,0,2464,1134,0,0,1787,
Acuity 5,0,842,25,348,0,1787,
Sought: Home,6788,0,0,0,0,1788,
Sought: OP,0,5098,0,0,0,1788,
Sought: IP,0,3294,1016,357,0,1788,
Acuity 1,0,0,0,0,0,1788,
Acuity 2,6788,0,0,0,0,1788,
Acuity 3,0,5098,0,0,0,1788,
Acuity 4,0,2456,975,0,0,1788,
Acuity 5,0,838,41,357,0,1788,
Sought: Home,6750,0,0,0,0,1789,
Sought: OP,0,5170,0,0,0,1789,
Sought: IP,0,3255,950,401,0,1789,
Acuity 1,0,0,0,0,0,1789,
Acuity 2,6750,0,0,0,0,1789,
Acuity 3,0,5170,0,0,0,1789,
Acuity 4,0,2432,889,0,0,1789,
Acuity 5,0,823,61,401,0,1789,
Sought: Home,6642,0,0,0,0,1790,
Sought: OP,0,5156,0,0,0,1790,
Sought: IP,0,4128,432,450,0,1790,
Acuity 1,0,0,0,0,0,1790,
Acuity 2,6642,0,0,0,0,1790,
Acuity 3,0,5156,0,0,0,1790,
Acuity 4,0,3338,421,0,0,1790,
Acuity 5,0,790,11,450,0,1790,
Sought: Home,6778,0,0,0,0,1791,
Sought: OP,0,5133,0,0,0,1791,
Sought: IP,0,3326,1156,346,0,1791,
Acuity 1,0,0,0,0,0,1791,
Acuity 2,6778,0,0,0,0,1791,
Acuity 3,0,5133,0,0,0,1791,
Acuity 4,0,2438,1100,0,0,1791,
Acuity 5,0,888,56,346,0,1791,
Sought: Home,6564,0,0,0,0,1792,
Sought: OP,0,5015,0,0,0,1792,
Sought: IP,0,3209,959,410,0,1792,
Acuity 1,0,0,0,0,0,1792,
Acuity 2,6564,0,0,0,0,1792,
Acuity 3,0,5015,0,0,0,1792,
Acuity 4,0,2425,904,0,0,1792,
Acuity 5,0,784,55,410,0,1792,
Sought: Home,6719,0,0,0,0,1793,
Sought: OP,0,5167,0,0,0,1793,
Sought: IP,0,3351,1010,340,0,1793,
Acuity 1,0,0,0,0,0,1793,
Acuity 2,6719,0,0,0,0,1793,
Acuity 3,0,5167,0,0,0,1793,
Acuity 4,0,2482,981,0,0,1793,
Acuity 5,0,869,29,340,0,1793,
Sought: Home,6823,0,0,0,0,1794,
Sought: OP,0,5115,0,0,0,1794,
Sought: IP,0,3304,1009,386,0,1794,
Acuity 1,0,0,0,0,0,1794,
Acuity 2,6823,0,0,0,0,1794,
Acuity 3,0,5115,0,0,0,1794,
Acuity 4,0,2423,960,0,0,1794,
Acuity 5,0,881,49,386,0,1794,
Sought: Home,6752,0,0,0,0,1795,
Sought: OP,0,5162,0,0,0,1795,
Sought: IP,0,3308,1048,367,0,1795,
Acuity 1,0,0,0,0,0,1795,
Acuity 2,6752,0,0,0,0,1795,
Acuity 3,0,5162,0,0,0,1795,
Acuity 4,0,2410,989,0,0,1795,
Acuity 5,0,898,59,367,0,1795,
Sought: Home,6744,0,0,0,0,1796,
Sought: OP,0,5181,0,0,0,1796,
Sought: IP,0,3321,974,392,0,1796,
Acuity 1,0,0,0,0,0,1796,
Acuity 2,6744,0,0,0,0,1796,
Acuity 3,0,5181,0,0,0,1796,
Acuity 4,0,2490,944,0,0,1796,
Acuity 5,0,831,30,392,0,1796,
Sought: Home,6886,0,0,0,0,1797,
Sought: OP,0,5077,0,0,0,1797,
Sought: IP,0,3303,1158,351,0,1797,
Acuity 1,0,0,0,0,0,1797,
Acuity 2,6886,0,0,0,0,1797,
Acuity 3,0,5077,0,0,0,1797,
Acuity 4,0,2463,1135,0,0,1797,
Acuity 5,0,840,23,351,0,1797,
Sought: Home,6788,0,0,0,0,1798,
Sought: OP,0,5098,0,0,0,1798,
Sought: IP,0,3290,1016,360,0,1798,
Acuity 1,0,0,0,0,0,1798,
Acuity 2,6788,0,0,0,0,1798,
Acuity 3,0,5098,0,0,0,1798,
Acuity 4,0,2454,977,0,0,1798,
Acuity 5,0,836,39,360,0,1798,
Sought: Home,6750,0,0,0,0,1799,
Sought: OP,0,5170,0,0,0,1799,
Sought: IP,0,3252,949,404,0,1799,
Acuity 1,0,0,0,0,0,1799,
Acuity 2,6750,0,0,0,0,1799,
Acuity 3,0,5170,0,0,0,1799,
Acuity 4,0,2432,889,0,0,1799,
Acuity 5,0,820,60,404,0,1799,
Sought: Home,6642,0,0,0,0,1800,
Sought: OP,0,5156,0,0,0,1800,
Sought: IP,0,4124,430,455,0,1800,
Acuity 1,0,0,0,0,0,1800,
Acuity 2,6642,0,0,0,0,1800,
Acuity 3,0,5156,0,0,0,1800,
Acuity 4,0,3339,420,0,0,1800,
Acuity 5,0,785,10,455,0,1800,
Sought: Home,6778,0,0,0,0,1801,
Sought: OP,0,5133,0,0,0,1801,
Sought: IP,0,3323,1152,353,0,1801,
Acuity 1,0,0,0,0,0,1801,
Acuity 2,6778,0,0,0,0,1801,
Acuity 3,0,5133,0,0,0,1801,
Acuity 4,0,2439,1099,0,0,1801,
Acuity 5,0,884,53,353,0,1801,
Sought: Home,6564,0,0,0,0,1802,
Sought: OP,0,5015,0,0,0,1802,
Sought: IP,0,3205,959,413,0,1802,
Acuity 1,0,0,0,0,0,1802,
Acuity 2,6564,0,0,0,0,1802,
Acuity 3,0,5015,0,0,0,1802,
Acuity 4,0,2425,904,0,0,1802,
Acuity 5,0,780,55,413,0,1802,
Sought: Home,6719,0,0,0,0,1803,
Sought: OP,0,5167,0,0,0,1803,
Sought: IP,0,3349,1008,344,0,1803,
Acuity 1,0,0,0,0,0,1803,
Acuity 2,6719,0,0,0,0,1803,
Acuity 3,0,5167,0,0,0,1803,
Acuity 4,0,2484,979,0,0,1803,
Acuity 5,0,865,29,344,0,1803,
Sought: Home,6823,0,0,0,0,1804,
Sought: OP,0,5115,0,0,0,1804,
Sought: IP,0,3302,1006,391,0,1804,
Acuity 1,0,0,0,0,0,1804,
Acuity 2,6823,0,0,0,0,1804,
Acuity 3,0,5115,0,0,0,1804,
Acuity 4,0,2421,962,0,0,1804,
Acuity 5,0,881,44,391,0,1804,
Sought: Home,6752,0,0,0,0,1805,
Sought: OP,0,5162,0,0,0,1805,
Sought: IP,0,3304,1045,374,0,1805,
Acuity 1,0,0,0,0,0,1805,
Acuity 2,6752,0,0,0,0,1805,
Acuity 3,0,5162,0,0,0,1805,
Acuity 4,0,2407,992,0,0,1805,
Acuity 5,0,897,53,374,0,1805,
Sought: Home,6744,0,0,0,0,1806,
Sought: OP,0,5181,0,0,0,1806,
Sought: IP,0,3317,976,393,0,1806,
Acuity 1,0,0,0,0,0,1806,
Acuity 2,6744,0,0,0,0,1806,
Acuity 3,0,5181,0,0,0,1806,
Acuity 4,0,2486,948,0,0,1806,
Acuity 5,0,831,28,393,0,1806,
Sought: Home,6886,0,0,0,0,1807,
Sought: OP,0,5077,0,0,0,1807,
Sought: IP,0,3305,1155,355,0,1807,
Acuity 1,0,0,0,0,0,1807,
Acuity 2,6886,0,0,0,0,1807,
Acuity 3,0,5077,0,0,0,1807,
Acuity 4,0,2463,1134,0,0,1807,
Acuity 5,0,842,21,355,0,1807,
Sought: Home,6788,0,0,0,0,1808,
Sought: OP,0,5098,0,0,0,1808,
Sought: IP,0,3287,1017,362,0,1808,
Acuity 1,0,0,0,0,0,1808,
Acuity 2,6788,0,0,0,0,1808,
Acuity 3,0,5098,0,0,0,1808,
Acuity 4,0,2452,979,0,0,1808,
Acuity 5,0,835,38,362,0,1808,
Sought: Home,6750,0,0,0,0,1809,
Sought: OP,0,5170,0,0,0,1809,
Sought: IP,0,3249,945,410,0,1809,
Acuity 1,0,0,0,0,0,1809,
Acuity 2,6750,0,0,0,0,1809,
Acuity 3,0,5170,0,0,0,1809,
Acuity 4,0,2433,887,0,0,1809,
Acuity 5,0,816,58,410,0,1809,
Sought: Home,6642,0,0,0,0,1810,
Sought: OP,0,5156,0,0,0,1810,
Sought: IP,0,4123,431,454,0,1810,
Acuity 1,0,0,0,0,0,1810,
Acuity 2,6642,0,0,0,0,1810,
Acuity 3,0,5156,0,0,0,1810,
Acuity 4,0,3339,420,0,0,1810,
Acuity 5,0,784,11,454,0,1810,
Sought: Home,6778,0,0,0,0,1811,
Sought: OP,0,5133,0,0,0,1811,
Sought: IP,0,3321,1151,356,0,1811,
Acuity 1,0,0,0,0,0,1811,
Acuity 2,6778,0,0,0,0,1811,
Acuity 3,0,5133,0,0,0,1811,
Acuity 4,0,2437,1101,0,0,1811,
Acuity 5,0,884,50,356,0,1811,
Sought: Home,6564,0,0,0,0,1812,
Sought: OP,0,5015,0,0,0,1812,
Sought: IP,0,3201,955,420,0,1812,
Acuity 1,0,0,0,0,0,1812,
Acuity 2,6564,0,0,0,0,1812,
Acuity 3,0,5015,0,0,0,1812,
Acuity 4,0,2423,905,0,0,1812,
Acuity 5,0,778,50,420,0,1812,
Sought: Home,6719,0,0,0,0,1813,
Sought: OP,0,5167,0,0,0,1813,
Sought: IP,0,3346,1007,348,0,1813,
Acuity 1,0,0,0,0,0,1813,
Acuity 2,6719,0,0,0,0,1813,
Acuity 3,0,5167,0,0,0,1813,
Acuity 4,0,2482,981,0,0,1813,
Acuity 5,0,864,26,348,0,1813,
Sought: Home,6823,0,0,0,0,1814,
Sought: OP,0,5115,0,0,0,1814,
Sought: IP,0,3298,1004,395,0,1814,
Acuity 1,0,0,0,0,0,1814,
Acuity 2,6823,0,0,0,0,1814,
Acuity 3,0,5115,0,0,0,1814,
Acuity 4,0,2419,963,0,0,1814,
Acuity 5,0,879,41,395,0,1814,
Sought: Home,6752,0,0,0,0,1815,
Sought: OP,0,5162,0,0,0,1815,
Sought: IP,0,3299,1046,377,0,1815,
Acuity 1,0,0,0,0,0,1815,
Acuity 2,6752,0,0,0,0,1815,
Acuity 3,0,5162,0,0,0,1815,
Acuity 4,0,2404,995,0,0,1815,
Acuity 5,0,895,51,377,0,1815,
Sought: Home,6744,0,0,0,0,1816,
Sought: OP,0,5181,0,0,0,1816,
Sought: IP,0,3314,978,395,0,1816,
Acuity 1,0,0,0,0,0,1816,
Acuity 2,6744,0,0,0,0,1816,
Acuity 3,0,5181,0,0,0,1816,
Acuity 4,0,2485,951,0,0,1816,
Acuity 5,0,829,27,395,0,1816,
Sought: Home,6886,0,0,0,0,1817,
Sought: OP,0,5077,0,0,0,1817,
Sought: IP,0,3295,1155,358,0,1817,
Acuity 1,0,0,0,0,0,1817,
Acuity 2,6886,0,0,0,0,1817,
Acuity 3,0,5077,0,0,0,1817,
Acuity 4,0,2459,1135,0,0,1817,
Acuity 5,0,836,20,358,0,1817,
Sought: Home,6788,0,0,0,0,1818,
Sought: OP,0,5098,0,0,0,1818,
Sought: IP,0,3284,1016,367,0,1818,
Acuity 1,0,0,0,0,0,1818,
Acuity 2,6788,0,0,0,0,1818,
Acuity 3,0,5098,0,0,0,1818,
Acuity 4,0,2450,982,0,0,1818,
Acuity 5,0,834,34,367,0,1818,
Sought: Home,6750,0,0,0,0,1819,
Sought: OP,0,5170,0,0,0,1819,
Sought: IP,0,3246,945,412,0,1819,
Acuity 1,0,0,0,0,0,1819,
Acuity 2,6750,0,0,0,0,1819,
Acuity 3,0,5170,0,0,0,1819,
Acuity 4,0,2431,888,0,0,1819,
Acuity 5,0,815,57,412,0,1819,
Sought: Home,6642,0,0,0,0,1820,
Sought: OP,0,5156,0,0,0,1820,
Sought: IP,0,4118,432,457,0,1820,
Acuity 1,0,0,0,0,0,1820,
Acuity 2,6642,0,0,0,0,1820,
Acuity 3,0,5156,0,0,0,1820,
Acuity 4,0,3340,419,0,0,1820,
Acuity 5,0,778,13,457,0,1820,
Sought: Home,6778,0,0,0,0,1821,
Sought: OP,0,5133,0,0,0,1821,
Sought: IP,0,3371,1256,210,0,1821,
Acuity 1,0,0,0,0,0,1821,
Acuity 2,6778,0,0,0,0,1821,
Acuity 3,0,5133,0,0,0,1821,
Acuity 4,0,2466,1079,0,0,1821,
Acuity 5,0,905,177,210,0,1821,
Sought: Home,6564,0,0,0,0,1822,
Sought: OP,0,5015,0,0,0,1822,
Sought: IP,0,3212,1186,156,0,1822,
Acuity 1,0,0,0,0,0,1822,
Acuity 2,6564,0,0,0,0,1822,
Acuity 3,0,5015,0,0,0,1822,
Acuity 4,0,2429,905,0,0,1822,
Acuity 5,0,783,281,156,0,1822,
Sought: Home,6719,0,0,0,0,1823,
Sought: OP,0,5167,0,0,0,1823,
Sought: IP,0,3385,1132,192,0,1823,
Acuity 1,0,0,0,0,0,1823,
Acuity 2,6719,0,0,0,0,1823,
Acuity 3,0,5167,0,0,0,1823,
Acuity 4,0,2498,964,0,0,1823,
Acuity 5,0,887,168,192,0,1823,
Sought: Home,6823,0,0,0,0,1824,
Sought: OP,0,5115,0,0,0,1824,
Sought: IP,0,3325,1158,208,0,1824,
Acuity 1,0,0,0,0,0,1824,
Acuity 2,6823,0,0,0,0,1824,
Acuity 3,0,5115,0,0,0,1824,
Acuity 4,0,2459,947,0,0,1824,
Acuity 5,0,866,211,208,0,1824,
Sought: Home,6752,0,0,0,0,1825,
Sought: OP,0,5162,0,0,0,1825,
Sought: IP,0,3328,1197,226,0,1825,
Acuity 1,0,0,0,0,0,1825,
Acuity 2,6752,0,0,0,0,1825,
Acuity 3,0,5162,0,0,0,1825,
Acuity 4,0,2474,951,0,0,1825,
Acuity 5,0,854,246,226,0,1825,
Sought: Home,6744,0,0,0,0,1826,
Sought: OP,0,5181,0,0,0,1826,
Sought: IP,0,3415,1097,204,0,1826,
Acuity 1,0,0,0,0,0,1826,
Acuity 2,6744,0,0,0,0,1826,
Acuity 3,0,5181,0,0,0,1826,
Acuity 4,0,2541,915,0,0,1826,
Acuity 5,0,874,182,204,0,1826,
Sought: Home,6886,0,0,0,0,1827,
Sought: OP,0,5077,0,0,0,1827,
Sought: IP,0,3998,529,281,0,1827,
Acuity 1,0,0,0,0,0,1827,
Acuity 2,6886,0,0,0,0,1827,
Acuity 3,0,5077,0,0,0,1827,
Acuity 4,0,3260,359,0,0,1827,
Acuity 5,0,738,170,281,0,1827,
Sought: Home,6788,0,0,0,0,1828,
Sought: OP,0,5098,0,0,0,1828,
Sought: IP,0,3319,1058,177,0,1828,
Acuity 1,0,0,0,0,0,1828,
Acuity 2,6788,0,0,0,0,1828,
Acuity 3,0,5098,0,0,0,1828,
Acuity 4,0,2493,854,0,0,1828,
Acuity 5,0,826,204,177,0,1828,
Sought: Home,6750,0,0,0,0,1829,
Sought: OP,0,5170,0,0,0,1829,
Sought: IP,0,4116,597,184,0,1829,
Acuity 1,0,0,0,0,0,1829,
Acuity 2,6750,0,0,0,0,1829,
Acuity 3,0,5170,0,0,0,1829,
Acuity 4,0,3333,300,0,0,1829,
Acuity 5,0,783,297,184,0,1829,
Sought: Home,6642,0,0,0,0,1830,
Sought: OP,0,5156,0,0,0,1830,
Sought: IP,0,4223,584,213,0,1830,
Acuity 1,0,0,0,0,0,1830,
Acuity 2,6642,0,0,0,0,1830,
Acuity 3,0,5156,0,0,0,1830,
Acuity 4,0,3422,336,0,0,1830,
Acuity 5,0,801,248,213,0,1830,
Sought: Home,6778,0,0,0,0,1831,
Sought: OP,0,5133,0,0,0,1831,
Sought: IP,0,3463,1242,226,0,1831,
Acuity 1,0,0,0,0,0,1831,
Acuity 2,6778,0,0,0,0,1831,
Acuity 3,0,5133,0,0,0,1831,
Acuity 4,0,2562,1078,0,0,1831,
Acuity 5,0,901,164,226,0,1831,
Sought: Home,6564,0,0,0,0,1832,
Sought: OP,0,5015,0,0,0,1832,
Sought: IP,0,3208,1151,194,0,1832,
Acuity 1,0,0,0,0,0,1832,
Acuity 2,6564,0,0,0,0,1832,
Acuity 3,0,5015,0,0,0,1832,
Acuity 4,0,2428,907,0,0,1832,
Acuity 5,0,780,244,194,0,1832,
Sought: Home,6719,0,0,0,0,1833,
Sought: OP,0,5167,0,0,0,1833,
Sought: IP,0,3381,1115,211,0,1833,
Acuity 1,0,0,0,0,0,1833,
Acuity 2,6719,0,0,0,0,1833,
Acuity 3,0,5167,0,0,0,1833,
Acuity 4,0,2495,965,0,0,1833,
Acuity 5,0,886,150,211,0,1833,
Sought: Home,6823,0,0,0,0,1834,
Sought: OP,0,5115,0,0,0,1834,
Sought: IP,0,3249,1265,218,0,1834,
Acuity 1,0,0,0,0,0,1834,
Acuity 2,6823,0,0,0,0,1834,
